description,locationCode,rentalBikes,fetchTime,type,open
Utrecht Terwijde,utt001,2,1700736221,OV_FIETS,Yes
Brummen,bmn001,3,1700736221,OV_FIETS,Yes
Ermelo,eml001,0,1700736221,OV_FIETS,Unknown
Ravenstein,Rvs001,6,1700736221,OV_FIETS,Yes
Utrecht Vaartsche Rijn Oosterkade,UTVR001,31,1700736221,OV_FIETS,Yes
Nijmegen Goffert,nmgo001,1,1700736221,OV_FIETS,Yes
Lochem,lc001,6,1700736221,OV_FIETS,Yes
Bergen op Zoom,bgn002,1,1700736221,OV_FIETS,Yes
Oldenzaal,odz001,0,1700736221,OV_FIETS,Yes
Cuijk,ck001,17,1700736221,OV_FIETS,Yes
Veenendaal-De klomp,klp001,0,1700736221,OV_FIETS,Yes
Vroomshoop,vhp001,4,1700736221,OV_FIETS,Yes
Best,bet001,1,1700736221,OV_FIETS,Yes
Winterswijk,ww001,0,1700736221,OV_FIETS,Yes
Boxtel - Kluis,btl004,7,1700736221,OV_FIETS,Yes
Zuidhorn,Zh001,8,1700736221,OV_FIETS,Yes
Houten Castellum,htnc001,26,1700736221,OV_FIETS,Yes
Voorhout,vh001,2,1700736221,OV_FIETS,Yes
Tilburg Reeshof,tbr001,2,1700736221,OV_FIETS,Yes
Harderwijk,hd001,34,1700736221,OV_FIETS,Yes
Utrecht P+R Westraven,ut007,13,1700736221,OV_FIETS,Yes
Den Haag HS,gv001,3,1700736221,OV_FIETS,Yes
Heerhugowaard,hwd003,0,1700736221,OV_FIETS,Yes
Openbare fietsenstalling gemeente Groningen : Fietsenstalling Europapark,gerp002,2,1700736221,OV_FIETS,Yes
Deventer Boerhavelaan,dv003,20,1700736221,OV_FIETS,Yes
Uden,Ow002,7,1700736221,OV_FIETS,Yes
Deventer,dv001,29,1700736221,OV_FIETS,Yes
"Leiden Centraal, Centrumzijde",ledn002,4,1700736221,OV_FIETS,Yes
Helmond Brandevoort,hmbv001,2,1700736221,OV_FIETS,Yes
Den Helder Zuid,hdrz001,5,1700736221,OV_FIETS,Yes
Castricum,cas002,49,1700736221,OV_FIETS,Yes
Sneek,sk001,7,1700736221,OV_FIETS,Yes
Geldrop,Gp001,4,1700736221,OV_FIETS,Yes
Oudenbosch,odb001,1,1700736221,OV_FIETS,Yes
Anna Paulowna,ana001,1,1700736221,OV_FIETS,Yes
Goes,gs003,9,1700736221,OV_FIETS,Yes
Amersfoort Schothorst,amfs001,0,1700736221,OV_FIETS,Yes
Roosendaal,rsd002,19,1700736221,OV_FIETS,Yes
OV-ebike Arnhem Centrum,ah003,0,1700736221,OV_FIETS,Yes
Gilze Rijen,gz001,2,1700736221,OV_FIETS,Yes
Halfweg Zwanenburg,hwzb001,0,1700736221,OV_FIETS,Yes
Hoorn Kersenboogerd,hnk001,7,1700736221,OV_FIETS,Yes
Hoorn,hn001,32,1700736221,OV_FIETS,Yes
Rotterdam Kralingse Zoom,Rta003,7,1700736221,OV_FIETS,Yes
Boskoop,bsk001,1,1700736221,OV_FIETS,Yes
Rijssen,rsn001,4,1700736221,OV_FIETS,Yes
Venlo,vl001,20,1700736221,OV_FIETS,Yes
Ommen,omn001,2,1700736221,OV_FIETS,Yes
Culemborg,cl003,6,1700736221,OV_FIETS,Yes
Groningen Noord,Gnn001,3,1700736221,OV_FIETS,Yes
Eindhoven Strijp-S,ehs001,1,1700736221,OV_FIETS,Yes
Haarlem Spaarnwoude,hlms001,1,1700736221,OV_FIETS,Yes
Voorburg,vb002,16,1700736221,OV_FIETS,Yes
Soest Zuid,stz001,0,1700736221,OV_FIETS,Yes
Haren,HRN002,4,1700736221,OV_FIETS,Unknown
Hollandse Rading OV-fiets Carrousel,hor001,16,1700736221,OV_FIETS,Yes
Maarheeze,mz001,3,1700736221,OV_FIETS,Yes
Maastricht Randwyck,mtr001,2,1700736221,OV_FIETS,Yes
Amsterdam Muiderpoort,asdm001,3,1700736221,OV_FIETS,Yes
Dieren,dr001,1,1700736221,OV_FIETS,Yes
Wolfheze,wf001,1,1700736221,OV_FIETS,Yes
Meerssen,mes001,4,1700736221,OV_FIETS,Yes
Dordrecht,ddr001,1,1700736221,OV_FIETS,Yes
Maassluis,mss001,8,1700736221,OV_FIETS,Yes
Weesp,wp001,4,1700736221,OV_FIETS,Yes
Vierlingsbeek,vlb001,6,1700736221,OV_FIETS,Yes
Amsterdam Sloterdijk,ass001,7,1700736221,OV_FIETS,Yes
Gorinchem,gr001,1,1700736221,OV_FIETS,Yes
Rotterdam Alexander,rta001,1,1700736221,OV_FIETS,Yes
Valkenburg,vk001,6,1700736221,OV_FIETS,Yes
Almelo,aml002,1,1700736221,OV_FIETS,Yes
Bloemendaal,bll001,1,1700736221,OV_FIETS,Yes
Etten-Leur,etn001,2,1700736221,OV_FIETS,Yes
Heiloo,hlo001,6,1700736221,OV_FIETS,Yes
"Leiden Centraal,Uitgang LUMC",ledn001,138,1700736221,OV_FIETS,Yes
Purmerend Overwhere,pmo001,1,1700736221,OV_FIETS,Yes
Lelystad Centrum,lls003,1,1700736221,OV_FIETS,Yes
Utrecht Centraal Jaarbeursplein,ut016,7,1700736221,OV_FIETS,Yes
Zwolle Hanzeland,zl003,0,1700736221,OV_FIETS,Yes
Holten,hon001,5,1700736221,OV_FIETS,Yes
Wijhe,wh001,0,1700736221,OV_FIETS,Yes
Breda Prinsenbeek,bdpb001,8,1700736221,OV_FIETS,Yes
Zwolle,zl004,0,1700736221,OV_FIETS,Yes
Nijmegen,nm001,6,1700736221,OV_FIETS,Yes
Bovenkarspel-Grootebroek,bkg001,4,1700736221,OV_FIETS,Yes
OV-ebike Driebergen-Zeist,db003,13,1700736221,OV_FIETS,Yes
Zeist,db002,19,1700736221,OV_FIETS,Yes
Driebergen-Zeist,db001,13,1700736221,OV_FIETS,Yes
Echt,ec001,3,1700736221,OV_FIETS,Yes
Raalte,rat001,1,1700736221,OV_FIETS,Yes
Dalfsen,dl001,4,1700736221,OV_FIETS,Yes
Rotterdam Slinge,rtd904,6,1700736221,OV_FIETS,Yes
Boxmeer,Bmr001,13,1700736221,OV_FIETS,Yes
Pijnacker,rtd906,3,1700736221,OV_FIETS,Yes
Nunspeet,Ns001,4,1700736221,OV_FIETS,Unknown
Maastricht Noord,mtn001,6,1700736221,OV_FIETS,Yes
Doetinchem de Huet,dtch001,1,1700736221,OV_FIETS,Yes
Utrecht Janskerkhof,ut018,4,1700736221,OV_FIETS,Yes
Delden,ddn001,3,1700736221,OV_FIETS,Yes
Muiden P&R,wp901,8,1700736221,OV_FIETS,Yes
Lage Zwaluwe,Zlw001,0,1700736221,OV_FIETS,Yes
Hengelo Gezondheidspark,hglg001,1,1700736221,OV_FIETS,Yes
Bodegraven,bdg001,3,1700736221,OV_FIETS,Yes
Utrecht Overvecht,uto001,2,1700736221,OV_FIETS,Yes
Soestdijk,sd001,2,1700736221,OV_FIETS,Yes
